cell_line_name,CCLE_Name,alias,COSMICID,sex,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity,RRID,WTSI_Master_Cell_ID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,age,Sanger_Model_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype,cell_line_name_og,depmap_id,stripped_cell_line_name
SNU626,SNU626_CENTRAL_NERVOUS_SYSTEM,,,Male,KCLB,1,-1.603534385,,RPMI + 10% FBS,54.4,CVCL_5080,,central_nervous_system,,Brain Cancer,Glioblastoma,65,,,central_nervous_system,glioma,glioblastoma,,SNU-626,ACH-000370,SNU626
SNU668,SNU668_STOMACH,,,Male,KCLB,1,-3.345187381,,RPMI + 10% heat inactivated FBS + 300mg/l L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate,40.1,CVCL_5081,,ascites,Metastasis,Gastric Cancer,Adenocarcinoma,63,,,gastric,gastric_adenocarcinoma,diffuse_gastric,,SNU-668,ACH-000344,SNU668
SNU685,SNU685_ENDOMETRIUM,,,Female,KCLB,2,-4.175125052,,RPMI + 10% FBS,84.1,CVCL_5083,,endometrium,Primary,Endometrial/Uterine Cancer,Malignant Mixed Mullerian Tumor (MMMT),70,SIDM00165,,uterus,MMMT,,,SNU-685,ACH-000407,SNU685
SNU719,SNU719_STOMACH,,,Male,KCLB,2,-3.473918896,,RPMI + 10% FBS + 2mM L-glutamine,80,CVCL_5086,,stomach,Primary,Gastric Cancer,"Adenocarcinoma, tubular",53,,,gastric,gastric_adenocarcinoma,tubular,,SNU-719,ACH-000898,SNU719
SNU738,SNU738_CENTRAL_NERVOUS_SYSTEM,,,Male,KCLB,2,-3.624408283,,RPMI + 10% heat inactivated FBS + 300mg/L L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate,40.7,CVCL_5087,,central_nervous_system,,Brain Cancer,Oligodendroglioma,40,,,central_nervous_system,glioma,oligodendroglioma,,SNU-738,ACH-000807,SNU738
SNU761,SNU761_LIVER,,,Male,KCLB,1,-5.252504492,,RPMI + 10% FBS,89.1,CVCL_5089,,liver,,Liver Cancer,Hepatocellular Carcinoma,49,,,liver,hepatocellular_carcinoma,,,SNU-761,ACH-000537,SNU761
SNU8,SNU8_OVARY,,,Female,KCLB,3,-4.705033714,Adherent,RPMI + 10% FBS,86.9,CVCL_5096,,ascites,Metastasis,Ovarian Cancer,"Adenocarcinoma, high grade serous",55,,,ovary,ovary_adenocarcinoma,high_grade_serous,,SNU-8,ACH-000460,SNU8
SNU81,SNU81_LARGE_INTESTINE,,1660036,Male,KCLB,,,,,,CVCL_5098,697,Colon,,Colon/Colorectal Cancer,Adenocarcinoma,53,SIDM00193,,colorectal,colorectal_adenocarcinoma,,,SNU-81,ACH-000991,SNU81
SNU840,SNU840_OVARY,,,Female,KCLB,3,-2.478742896,Adherent,RPMI + 10% FBS,54.1,CVCL_5100,,ovary,Primary,Ovarian Cancer,"Carcinoma, brenner",45,,,ovary,brenner_tumor,,,SNU-840,ACH-000280,SNU840
SNU869,SNU869_BILIARY_TRACT,,,Unknown,KCLB,1,-5.872343424,Adherent,RPMI + 10% heat inactivated FBS + 300mg/L L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate,90.8,CVCL_5101,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, extrahepatic",,SIDM00159,,bile_duct,cholangiocarcinoma,extrahepatic,,SNU-869,ACH-000182,SNU869
SNU878,SNU878_LIVER,,,Female,KCLB,,,,,,CVCL_5102,,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,54,,,liver,hepatocellular_carcinoma,,,SNU-878,ACH-000686,SNU878
SNU886,SNU886_LIVER,,,Male,KCLB,2,-4.183537632,,RPMI + 10% FBS,83,CVCL_5103,,liver,,Liver Cancer,Hepatocellular Carcinoma,57,,,liver,hepatocellular_carcinoma,,,SNU-886,ACH-000316,SNU886
SNU899,SNU899_UPPER_AERODIGESTIVE_TRACT,,,Male,KCLB,,,,,,CVCL_5105,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Squamous Cell Carcinoma, laryngeal",56,SIDM00169,,upper_aerodigestive,upper_aerodigestive_squamous,laryngeal,,SNU-899,ACH-000692,SNU899
SNUC1,SNUC1_LARGE_INTESTINE,,910905,Male,ATCC,,,,,,CVCL_1708,1066,abdomen,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,71,SIDM01197,,colorectal,colorectal_adenocarcinoma,,,SNU-C1,ACH-000722,SNUC1
SNUC2A,SNUC2A_LARGE_INTESTINE,,,Female,ATCC,,,,,,CVCL_1709,,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,43,SIDM00780,,colorectal,colorectal_adenocarcinoma,,MSI,SNU-C2A,ACH-000967,SNUC2A
SNUC4,SNUC4_LARGE_INTESTINE,,,Male,KCLB,2,-4.111999881,,RPMI + 10% heat inactivated FBS + 300mg/L L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate,57,CVCL_5111,,large_intestine,,Colon/Colorectal Cancer,Adenocarcinoma,35,SIDM00500,,colorectal,colorectal_adenocarcinoma,,MSI,SNU-C4,ACH-000959,SNUC4
SNUC5,SNUC5_LARGE_INTESTINE,,1674021,Female,KCLB,,,,,,CVCL_5112,152,Colon,,Colon/Colorectal Cancer,Adenocarcinoma,77,SIDM00498,,colorectal,colorectal_adenocarcinoma,,,SNU-C5,ACH-000970,SNUC5
SQ1,SQ1_LUNG,,,Male,RIKEN,,,,,,CVCL_4900,,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",,,,lung,NSCLC,NSCLC_squamous,,SQ-1,ACH-000553,SQ1
SR786,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SR,905965,Male,DSMZ,0,-1.133971327,,RPMI + 15% FBS,89.6,,794,pleural_effusion,Primary,Lymphoma,"T-cell, Non-Hodgkins, Anaplastic Large Cell (ALCL)",11,SIDM00096,,lymphocyte,non_hodgkin_lymphoma,t_cell_ALCL,,SR-786,ACH-000338,SR786
ST486,ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910906,Female,ATCC,2,-3.514173726,,RPMI + 10% FBS,77,CVCL_1712,130,ascites,,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",,SIDM01198,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,,ST486,ACH-000567,ST486
SU8686,SU8686_PANCREAS,,1240218,Female,ATCC,1,-3.970513399,,RPMI + 10% FBS,89.8,CVCL_3881,268,liver,Metastasis,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",57,SIDM01188,,pancreas,exocrine,exocrine_adenocarcinoma,,SU.86.86,ACH-000114,SU8686
SUDHL1,SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909742,Male,DSMZ,,,,,,CVCL_0538,1634,pleural_effusion,,Lymphoma,"T-cell, Non-Hodgkins, Anaplastic Large Cell (ALCL)",10,SIDM00390,,lymphocyte,non_hodgkin_lymphoma,t_cell_ALCL,,SU-DHL-1,ACH-000664,SUDHL1
SUDHL10,SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331033,Male,DSMZ,2,-3.630910702,,RPMI + 20% FBS,45,CVCL_1889,269,pleural_effusion,Metastasis,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),25,SIDM00389,,lymphocyte,non_hodgkin_lymphoma,DLBCL,,SU-DHL-10,ACH-000271,SUDHL10
SUDHL4,SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331035,Male,DSMZ,2,-3.592702447,Suspension,RPMI + 20% FBS,73.1,CVCL_0539,1450,pleural_effusion,Metastasis,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),38,SIDM00405,,lymphocyte,non_hodgkin_lymphoma,DLBCL,,SU-DHL-4,ACH-000365,SUDHL4
SUDHL6,SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331037,Male,DSMZ,,,,,,CVCL_2206,2036,ascites,Metastasis,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),43,SIDM00407,,lymphocyte,non_hodgkin_lymphoma,DLBCL,,SU-DHL-6,ACH-000611,SUDHL6
SUDHL8,SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331038,Male,DSMZ,,,,,,CVCL_2207,1877,pleural_effusion,Metastasis,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),59,SIDM00423,,lymphocyte,non_hodgkin_lymphoma,DLBCL,,SU-DHL-8,ACH-000656,SUDHL8
SUIT2,SUIT2_PANCREAS,,1240219,Male,HSRRB,2,-3.313006111,Adherent,RPMI + 10% FBS,75.4,CVCL_3172,1749,liver,Metastasis,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",73,SIDM00371,,pancreas,exocrine,exocrine_adenocarcinoma,,SUIT-2,ACH-000652,SUIT2
SUPB15,SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1247871,Male,ATCC,,,,,,CVCL_0103,786,bone_marrow,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",9,SIDM01176,,blood,ALL,b_cell,,SUP-B15,ACH-000059,SUPB15
SUPM2,SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331040,Female,DSMZ,4,-3.824238811,Suspension,RPMI + 20% FBS,53.3,CVCL_2209,1878,central_nervous_system,,Lymphoma,"T-cell, Non-Hodgkins, Anaplastic Large Cell (ALCL)",5,SIDM00421,,lymphocyte,non_hodgkin_lymphoma,t_cell_ALCL,,SUP-M2,ACH-000226,SUPM2
SUPT1,SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sup-T1,909743,Male,ATCC,2,-2.701495375,,RPMI + 10% FBS,92.9,CVCL_1714,1452,pleural_effusion,Metastasis,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",8,SIDM01154,,blood,ALL,t_cell,,SUP-T1,ACH-000953,SUPT1
SUPT11,SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,,,,,,CVCL_2210,,bone_marrow,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",74,,,blood,ALL,t_cell,,SUP-T11,ACH-000122,SUPT11
SW1088,SW1088_CENTRAL_NERVOUS_SYSTEM,,909745,Male,ATCC,2,-4.83565394,Adherent,RPMI + 10% FBS,75.1,CVCL_1715,1310,central_nervous_system,Primary,Brain Cancer,Astrocytoma,72,SIDM01155,,central_nervous_system,glioma,astrocytoma,,SW 1088,ACH-000437,SW1088
SW1116,SW1116_LARGE_INTESTINE,,909746,Male,ATCC,1,-5.514591336,Adherent,RPMI + 10% FBS,67,CVCL_0544,480,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,73,SIDM00835,,colorectal,colorectal_adenocarcinoma,,,SW1116,ACH-000489,SW1116
SW1271,SW1271_LUNG,,1299062,Male,ATCC,2,-2.98686567,Adherent,RPMI + 10% FBS,75,CVCL_1716,2037,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),69,SIDM01156,,lung,SCLC,,,SW 1271,ACH-000890,SW1271
SW1353,SW1353_BONE,,,Female,ATCC,,,,,,CVCL_0543,,bone,Primary,Bone Cancer,Chondrosarcoma,72,,,bone,chondrosarcoma,,,SW 1353,ACH-000418,SW1353
SW1417,SW1417_LARGE_INTESTINE,,909747,Female,ATCC,,,,,,CVCL_1717,974,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,53,SIDM00812,,colorectal,colorectal_adenocarcinoma,,,SW1417,ACH-000236,SW1417
SW1463,SW1463_LARGE_INTESTINE,,909748,Female,ATCC,3,-3.520140217,Adherent,RPMI + 10% FBS,78.6,CVCL_1718,271,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,66,SIDM00834,,colorectal,colorectal_adenocarcinoma,,,SW1463,ACH-000470,SW1463
SW1573,SW1573_LUNG,,724878,Female,ATCC,2,-3.517849764,Adherent,L15 + 10% FBS,89.2,CVCL_1720,849,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",44,SIDM01163,,lung,NSCLC,NSCLC_adenocarcinoma,,SW 1573,ACH-000677,SW1573
SW1710,SW1710_URINARY_TRACT,,909749,Female,DSMZ,,,,,,CVCL_1721,2,urinary_tract,Primary,Bladder Cancer,Transitional Cell Carcinoma,84,SIDM00420,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,,SW-1710,ACH-000566,SW1710
SW1783,SW1783_CENTRAL_NERVOUS_SYSTEM,,909750,Male,ATCC,,,,,,CVCL_1722,1453,central_nervous_system,Primary,Brain Cancer,Astrocytoma,68,SIDM01164,,central_nervous_system,glioma,astrocytoma,,SW 1783,ACH-000883,SW1783
SW1990,SW1990_PANCREAS,,910907,Male,ATCC,,,,,,CVCL_1723,1912,spleen,Primary,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",56,SIDM01165,,pancreas,exocrine,exocrine_adenocarcinoma,,SW 1990,ACH-000155,SW1990
SW48,SW48_LARGE_INTESTINE,,909751,Female,ATCC,2,-2.542591961,Adherent,RPMI + 10% FBS,64.2,CVCL_1724,1,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,82,SIDM00837,,colorectal,colorectal_adenocarcinoma,,MSI,SW48,ACH-000958,SW48
SW579,SW579_THYROID,,,Male,ATCC,2,-4.24510401,Adherent,DMEM + 10% FBS,52.5,CVCL_3603,,thyroid,Primary,Thyroid Cancer,Squamous Cell Carcinoma,59,SIDM01167,,thyroid,thyroid_squamous,,,SW579,ACH-000163,SW579
SW620,SW620_LARGE_INTESTINE,,905962,Male,ATCC,3,-3.607297096,,L15 + 10% FBS,92.7,CVCL_0547,3,lymph_node,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,51,SIDM00841,,colorectal,colorectal_adenocarcinoma,,,SW 620,ACH-000651,SW620
SW948,SW948_LARGE_INTESTINE,,909757,Female,ATCC,1,-1.373528486,Adherent,RPMI + 10% FBS,62.4,CVCL_0632,1689,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,81,SIDM00832,,colorectal,colorectal_adenocarcinoma,,,SW948,ACH-000680,SW948
SW982,SW982_SOFT_TISSUE,,909759,Female,Academic lab,2,-3.098793911,not found,not found,83,CVCL_1734,1560,soft_tissue,,Sarcoma,Synovial,,SIDM01161,,soft_tissue,synovial_sarcoma,,,SW982,ACH-001274,SW982
SYO1,SYO1_SOFT_TISSUE,,,Female,Academic lab,2,-2.963700777,not found,not found,83.3,CVCL_7146,,soft_tissue,,Sarcoma,Synovial,,,,soft_tissue,synovial_sarcoma,,,SYO1,ACH-001275,SYO1
T24,T24_URINARY_TRACT,,724812,Female,ATCC,2,-2.945691222,Adherent,McCoy's 5A + 10% FBS,65.2,CVCL_0554,1455,urinary_tract,Primary,Bladder Cancer,Carcinoma,81,SIDM01184,,urinary_tract,bladder_carcinoma,,,T24,ACH-000018,T24
T3M10,T3M10_LUNG,,,Male,RIKEN,,,,,,CVCL_8067,,lung,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",40,,,lung,NSCLC,NSCLC_large_cell,,T3M-10,ACH-000813,T3M10
T47D,T47D_BREAST,,905945,Female,ATCC,2,-4.804740267,Adherent,RPMI + 10% FBS + 2ug/ml Insulin,68,CVCL_0553,1286,pleural_effusion,Metastasis,Breast Cancer,Breast Ductal Carcinoma,54,SIDM00097,,breast,breast_ductal_carcinoma,ERpos_HER2neg,luminal,T-47D,ACH-000147,T47D
T84,T84_LARGE_INTESTINE,,909761,Male,ATCC,3,-3.64321142,Adherent,DMEM:F12(1:1) + 5% FBS + 2mM Glutamine,80.3,CVCL_0555,997,lung,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,72,SIDM00782,,colorectal,colorectal_adenocarcinoma,,,T84,ACH-000381,T84
T98G,T98G_CENTRAL_NERVOUS_SYSTEM,,687586,Male,ATCC,2,-4.705596718,Adherent,EMEM + 10% FBS,79.6,CVCL_0556,131,central_nervous_system,Primary,Brain Cancer,Glioblastoma,61,SIDM01171,,central_nervous_system,glioma,glioblastoma,,T98G,ACH-000571,T98G
TALL1,TALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909762,Male,DSMZ,,,,,,CVCL_1736,2218,bone_marrow,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",28,SIDM00370,,blood,ALL,t_cell,,TALL-1,ACH-000197,TALL1
TC71,TC71_BONE,,1240221,Male,DSMZ,2,-2.405006888,,IMDM + 10% FBS,57.4,CVCL_2213,2194,bone,Primary,Bone Cancer,Ewings Sarcoma,22,SIDM00419,,bone,Ewing_sarcoma,,,TC-71,ACH-000424,TC71
TCCPAN2,TCCPAN2_PANCREAS,,,Female,HSRRB,3,-4.7330099,Adherent,RPMI + 10% FBS,83.7,CVCL_3178,,ascites,Metastasis,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",68,,,pancreas,exocrine,exocrine_adenocarcinoma,,TCC-PAN2,ACH-000502,TCCPAN2
TCCSUP,TCCSUP_URINARY_TRACT,,687459,Female,ATCC,2,-4.766111185,Adherent,EMEM + 10% FBS + 1mM Sodium pyruvate + 1mM NEAA,80.9,CVCL_1738,275,urinary_tract,Primary,Bladder Cancer,Transitional Cell Carcinoma,67,SIDM01190,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,,TCCSUP,ACH-000720,TCCSUP
TE1,TE1_OESOPHAGUS,,753621,Male,JCRB,2,-4.836485589,,RPMI + 10% FBS,91.5,CVCL_1759,1493,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,,SIDM00369,,esophagus,esophagus_squamous,,,TE-1,ACH-000647,TE1
TE10,TE10_OESOPHAGUS,,753622,Male,RIKEN,2,-3.471540213,,DMEM + 10% FBS,90.1,CVCL_1760,1561,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,,SIDM00349,,esophagus,esophagus_squamous,,,TE-10,ACH-000318,TE10
TE11,TE11_OESOPHAGUS,,946354,Male,RIKEN,2,-4.859440458,,RPMI + 10% FBS,94.9,CVCL_1761,2073,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,58,SIDM00348,,esophagus,esophagus_squamous,,,TE-11,ACH-000488,TE11
TE14,TE14_OESOPHAGUS,,,Male,RIKEN,,,,,,CVCL_3336,,oesophagus,,Esophageal Cancer,Squamous Cell Carcinoma,,,,esophagus,esophagus_squamous,,,TE-14,ACH-000726,TE14
TE15,TE15_OESOPHAGUS,,753614,Female,RIKEN,0,-0.578086978,,RPMI + 10% FBS,43.6,CVCL_1763,575,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,,SIDM00249,,esophagus,esophagus_squamous,,,TE-15,ACH-000353,TE15
TE4,TE4_OESOPHAGUS,,1503371,Female,RIKEN,2,-3.828404469,,RPMI + 10% FBS,63.8,CVCL_3337,382,lymph_node,,Esophageal Cancer,Squamous Cell Carcinoma,,SIDM00250,,esophagus,esophagus_squamous,,,TE-4,ACH-000917,TE4
TE441T,TE441T_SOFT_TISSUE,,924248,Female,ATCC,,,,,,CVCL_1754,298,soft_tissue,,Sarcoma,Rhabdomyosarcoma,14,SIDM01173,,soft_tissue,rhabdomyosarcoma,,,TE 441.T,ACH-000772,TE441T
TE5,TE5_OESOPHAGUS,,735784,Female,RIKEN,2,-2.516307207,,RPMI + 10% FBS,64.1,CVCL_1764,576,oesophagus,,Esophageal Cancer,Squamous Cell Carcinoma,73,SIDM00347,,esophagus,esophagus_squamous,,,TE-5,ACH-000408,TE5
TE6,TE6_OESOPHAGUS,,946355,Male,RIKEN,2,-3.13779556,Adherent,RPMI + 10% FBS,60,CVCL_1765,1642,oesophagus,,Esophageal Cancer,Squamous Cell Carcinoma,,SIDM00328,,esophagus,esophagus_squamous,,,TE-6,ACH-000605,TE6
TE617T,TE617T_SOFT_TISSUE,,,Female,ATCC,,,,,,CVCL_1755,,soft_tissue,Primary,Sarcoma,Rhabdomyosarcoma,1.67,,,soft_tissue,rhabdomyosarcoma,,,TE 617.T,ACH-000051,TE617T
TE8,TE8_OESOPHAGUS,,753623,Male,RIKEN,2,-5.568964953,,RPMI + 10% FBS,71.5,CVCL_1766,2253,oesophagus,,Esophageal Cancer,Squamous Cell Carcinoma,,SIDM00326,,esophagus,esophagus_squamous,,,TE-8,ACH-000452,TE8
TE9,TE9_OESOPHAGUS,,946353,Male,RIKEN,2,-4.735132693,Adherent,RPMI + 10% FBS,91.3,CVCL_1767,1312,pleural_effusion,Metastasis,Esophageal Cancer,Squamous Cell Carcinoma,,SIDM00325,,esophagus,esophagus_squamous,,,TE-9,ACH-000694,TE9
TF1,TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,ATCC,3,-4.468284076,Suspension,RPMI + 10% FBS + 2ng/ml GM-CSF,,CVCL_0559,,bone_marrow,,Leukemia,Acute Myelogenous Leukemia (AML),35,,,blood,AML,,,TF-1,ACH-000387,TF1
THP1,THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909771,Male,ATCC,3,-5.014031557,Suspension,RPMI + 10% FBS + 0.5mM BME,65.6,CVCL_0006,770,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)",1,SIDM01172,,blood,AML,M5,,THP-1,ACH-000146,THP1
TM31,TM31_CENTRAL_NERVOUS_SYSTEM,,,Female,RIKEN,2,-4.149535086,,EMEM + 10% FBS,85.7,CVCL_6735,,central_nervous_system,,Brain Cancer,Glioma,42,,,central_nervous_system,glioma,,,TM-31,ACH-000592,TM31
TOLEDO,TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,ATCC,,,,,,CVCL_3611,,haematopoietic_and_lymphoid_tissue,Primary,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),,,,lymphocyte,non_hodgkin_lymphoma,DLBCL,,TOLEDO,ACH-000285,TOLEDO
TOV112D,TOV112D_OVARY,,1299070,Female,ATCC,2,-3.090794127,Adherent,MCDB 105:Medium 199 (1:1) + 15% FBS + 1.5g/l Sodium bicarbonate,47.6,CVCL_3612,5,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, endometrioid",42,SIDM01170,,ovary,ovary_adenocarcinoma,endometrioid,,TOV-112D,ACH-000048,TOV112D
TOV21G,TOV21G_OVARY,,1240222,Female,ATCC,3,-3.842343459,Adherent,MCDB 105:Medium 199 (1:1) + 15% FBS,62.3,CVCL_3613,700,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, clear cell",62,SIDM01169,,ovary,ovary_adenocarcinoma,clear_cell,,TOV-21G,ACH-000885,TOV21G
TT2609C02,TT2609C02_THYROID,,1240223,Male,DSMZ,2,-3.679935561,Adherent,RPMI + 20% FBS,86,CVCL_2218,1457,thyroid,,Thyroid Cancer,"Carcinoma, follicular",57,SIDM00418,,thyroid,thyroid_carcinoma,follicular,,TT2609-C02,ACH-000716,TT2609C02
TTC709,TTC709_SOFT_TISSUE,,,Unknown,Academic lab,2,-2.984328378,not found,not found,48.8,CVCL_8007,,soft_tissue,,Rhabdoid,Malignant Rhabdoid Tumor,,,,soft_tissue,malignant_rhabdoid_tumor,,,TTC-709,ACH-000597,TTC709
TUHR10TKB,TUHR10TKB_KIDNEY,,,Male,RIKEN,2,-1.609119178,,RPMI + 10% FBS,45.2,CVCL_5952,,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,69,,,kidney,renal_cell_carcinoma,,,TUHR10TKB,ACH-000459,TUHR10TKB
TUHR14TKB,TUHR14TKB_KIDNEY,,,Male,RIKEN,2,-3.233768867,Adherent,RPMI + 10% FBS,63,CVCL_5953,,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,,,,kidney,renal_cell_carcinoma,,,TUHR14TKB,ACH-000317,TUHR14TKB
TUHR4TKB,TUHR4TKB_KIDNEY,,,Male,RIKEN,1,-3.398401852,Adherent,DMEM + 10% FBS,77.2,CVCL_5957,,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,60,,,kidney,renal_cell_carcinoma,,,TUHR4TKB,ACH-000495,TUHR4TKB
TYKNU,TYKNU_OVARY,,909774,Female,HSRRB,,,,,,CVCL_1776,476,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, high grade serous",,SIDM00321,,ovary,ovary_adenocarcinoma,high_grade_serous,,TYK-NU,ACH-000430,TYKNU
U118MG,U118MG_CENTRAL_NERVOUS_SYSTEM,,687588,Male,ATCC,2,-3.785502016,Adherent,DMEM + 10% FBS,69.1,CVCL_0633,7,central_nervous_system,Primary,Brain Cancer,Astrocytoma,,SIDM01193,,central_nervous_system,glioma,astrocytoma,,U-118 MG,ACH-000040,U118MG
U251MG,U251MG_CENTRAL_NERVOUS_SYSTEM,U251-MG,905983,Male,HSRRB,2,-4.277904553,,DMEM + 10% FBS,88.7,CVCL_0021,1913,central_nervous_system,Primary,Brain Cancer,Astrocytoma,,SIDM00111,,central_nervous_system,glioma,astrocytoma,,U-251 MG,ACH-000232,U251MG
U266B1,U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,753615,Male,ATCC,,,,,,CVCL_0566,1635,haematopoietic_and_lymphoid_tissue,,Myeloma,"Multiple Myeloma, plasmacytoma",53,SIDM00417,,plasma_cell,multiple_myeloma,plasmacytoma,,U266B1,ACH-000626,U266B1
U2OS,U2OS_BONE,"U2-OS, U-2 OS",909776,Female,ATCC,2,-3.887180123,Adherent,McCoy's 5A + 10% FBS,47.4,CVCL_0042,1145,bone,Primary,Bone Cancer,Osteosarcoma,15,SIDM01191,,bone,osteosarcoma,,,U-2 OS,ACH-000364,U2OS
U87MG,U87MG_CENTRAL_NERVOUS_SYSTEM,,687590,Unknown,ATCC,2,-2.31895816,Adherent,EMEM + 10% FBS,62.1,CVCL_0022,549,central_nervous_system,Primary,Brain Cancer,Astrocytoma,44,SIDM01189,,central_nervous_system,glioma,astrocytoma,,U-87 MG,ACH-000075,U87MG
U937,U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,ATCC,3,-6.267163632,Suspension,RPMI + 10% FBS,76.1,CVCL_0007,,pleural_effusion,Metastasis,Leukemia,Acute Myelogenous Leukemia (AML),37,SIDM01195,,blood,AML,,,U-937,ACH-000406,U937
UACC257,UACC257_SKIN,,905977,Unknown,NCI/DCTD,1,-1.373476977,,RPMI + 10% FBS,81.3,CVCL_1779,14,skin,Primary,Skin Cancer,Melanoma,,SIDM00108,,skin,melanoma,,,UACC-257,ACH-000579,UACC257
UACC62,UACC62_SKIN,,905976,Unknown,NCI/DCTD,2,-4.470166727,,RPMI + 10% FBS,73.1,CVCL_1780,8,skin,,Skin Cancer,Melanoma,,SIDM00107,,skin,melanoma,,,UACC-62,ACH-000425,UACC62
UACC812,UACC812_BREAST,,910910,Female,ATCC,0,-0.221450124,Suspension,RPMI + 20% FBS,81.1,CVCL_1781,1754,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,43,SIDM01187,,breast,breast_ductal_carcinoma,ERpos_HER2pos,luminal,UACC-812,ACH-000568,UACC812
UBLC1,UBLC1_URINARY_TRACT,,,Female,ECACC,2,-3.831222006,Adherent,2/3 DMEM:1/3 RPMI + 2mM Glutamine + 10% FBS,92,CVCL_2738,,urinary_tract,Primary,Bladder Cancer,Transitional Cell Carcinoma,,,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,,U-BLC1,ACH-000741,UBLC1
